discrepancyNo,classNo,discrepancyCategory,inputName,inputList,libraryName,driverName,funcName,output,absErrs,relErrs
141,060,3,all_infInput_pos0,[inf],gsl,gsl_sf_Si_DRIVER,gsl_sf_Si,nan,,
142,060,1,all_nanInput_pos0,[nan],mpmath,mpmath_fp_si_DRIVER0,si,EXCEPTION: TIMEOUT,,
142,060,1,all_nanInput_pos0,[nan],gsl,gsl_sf_Si_DRIVER,gsl_sf_Si,nan,,
143,061,3,all_infInput_pos0,"[0, inf]",mpmath,mpmath_besselk_DRIVER1,besselk,EXCEPTION: cannot convert inf or nan to int,,
143,061,3,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_kn_DRIVER1,kn,0.0,,
143,061,3,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_kv_DRIVER1,kv,0.0,,
143,061,3,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_Kn_DRIVER,gsl_sf_bessel_Kn,0.0,,
144,061,6,all_nanInput_pos0,"[0, nan]",mpmath,mpmath_besselk_DRIVER1,besselk,EXCEPTION: cannot convert inf or nan to int,,
144,061,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_kn_DRIVER1,kn,nan,,
144,061,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_kv_DRIVER1,kv,nan,,
144,061,6,all_nanInput_pos0,"[0, nan]",gsl,gsl_sf_bessel_Kn_DRIVER,gsl_sf_bessel_Kn,nan,,
145,061,6,all_negInfInput_pos0,"[0, -inf]",mpmath,mpmath_besselk_DRIVER1,besselk,EXCEPTION: cannot convert inf or nan to int,,
145,061,6,all_negInfInput_pos0,"[0, -inf]",scipy,scipy_cephes_kn_DRIVER1,kn,nan,,
145,061,6,all_negInfInput_pos0,"[0, -inf]",scipy,scipy_cephes_kv_DRIVER1,kv,nan,,
145,061,6,all_negInfInput_pos0,"[0, -inf]",gsl,gsl_sf_bessel_Kn_DRIVER,gsl_sf_bessel_Kn,EXCEPTION: domain error ,,
146,061,6,all_negZeroInput_pos0,"[0, -0.0]",mpmath,mpmath_besselk_DRIVER1,besselk,inf,,
146,061,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_kn_DRIVER1,kn,inf,,
146,061,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_kv_DRIVER1,kv,inf,,
146,061,6,all_negZeroInput_pos0,"[0, -0.0]",gsl,gsl_sf_bessel_Kn_DRIVER,gsl_sf_bessel_Kn,EXCEPTION: domain error ,,
147,062,6,all_infInput_pos2,"[2, 0, 2.533265554575144]",mpmath,mpmath_hyp1f1_DRIVER2,hyp1f1,EXCEPTION: pole in hypergeometric series,,
147,062,6,all_infInput_pos2,"[2, 0, 2.533265554575144]",scipy,scipy_cephes_hyp1f1_DRIVER2,hyp1f1,inf,,
147,062,6,all_infInput_pos2,"[2, 0, 2.533265554575144]",gsl,gsl_sf_hyperg_1F1_int_DRIVER,gsl_sf_hyperg_1F1_int,EXCEPTION: domain error ,,
148,063,6,all_infInput_pos0,[inf],scipy,scipy_cephes_i1_DRIVER0,i1,nan,,
148,063,6,all_infInput_pos0,[inf],gsl,gsl_sf_bessel_I1_DRIVER,gsl_sf_bessel_I1,EXCEPTION: overflow ,,
149,063,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_i1_DRIVER0,i1,nan,,
149,063,6,all_nanInput_pos0,[nan],gsl,gsl_sf_bessel_I1_DRIVER,gsl_sf_bessel_I1,EXCEPTION: overflow ,,
150,064,6,all_infInput_pos0,"[0, inf]",mpmath,mpmath_besseli_DRIVER1,besseli,EXCEPTION: unsupported operand type(s) for //: 'mpf' and 'int',,
150,064,6,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_iv_DRIVER1,iv,nan,,
150,064,6,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_In_DRIVER,gsl_sf_bessel_In,EXCEPTION: overflow ,,
151,065,3,all_infInput_pos0,"[inf, 2.2738632088209076]",mpmath,mpmath_besseli_DRIVER0,besseli,EXCEPTION: ValueError,,
151,065,3,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_cephes_iv_DRIVER0,iv,0.0,,
151,065,3,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_bessel_Inu_DRIVER,gsl_sf_bessel_Inu,nan,,
152,065,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",mpmath,mpmath_besseli_DRIVER0,besseli,EXCEPTION: ValueError,,
152,065,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_cephes_iv_DRIVER0,iv,nan,,
152,065,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_bessel_Inu_DRIVER,gsl_sf_bessel_Inu,EXCEPTION: error ,,
153,065,6,all_negInfInput_pos1,"[2.533265554575144, -inf]",mpmath,mpmath_besseli_DRIVER0,besseli,EXCEPTION: unsupported operand type(s) for //: 'mpf' and 'int',,
153,065,6,all_negInfInput_pos1,"[2.533265554575144, -inf]",scipy,scipy_cephes_iv_DRIVER0,iv,nan,,
153,065,6,all_negInfInput_pos1,"[2.533265554575144, -inf]",gsl,gsl_sf_bessel_Inu_DRIVER,gsl_sf_bessel_Inu,EXCEPTION: domain error ,,
154,066,6,all_infInput_pos0,[inf],mpmath,mpmath_gamma_DRIVER0,gamma,inf,,
154,066,6,all_infInput_pos0,[inf],scipy,scipy_special_gamma_DRIVER0,gamma,inf,,
154,066,6,all_infInput_pos0,[inf],gsl,gsl_sf_gamma_DRIVER,gsl_sf_gamma,EXCEPTION: overflow ,,
155,066,6,all_nanInput_pos0,[nan],mpmath,mpmath_gamma_DRIVER0,gamma,nan,,
155,066,6,all_nanInput_pos0,[nan],scipy,scipy_special_gamma_DRIVER0,gamma,nan,,
155,066,6,all_nanInput_pos0,[nan],gsl,gsl_sf_gamma_DRIVER,gsl_sf_gamma,EXCEPTION: overflow ,,
156,066,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_gamma_DRIVER0,gamma,EXCEPTION: gamma function pole,,
156,066,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_special_gamma_DRIVER0,gamma,inf,,
156,066,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_gamma_DRIVER,gsl_sf_gamma,EXCEPTION: domain error ,,
157,066,6,mpmath_gamma_DRIVER0~inputs_num003,[300.0],mpmath,mpmath_gamma_DRIVER0,gamma,inf,,
157,066,6,mpmath_gamma_DRIVER0~inputs_num003,[300.0],scipy,scipy_special_gamma_DRIVER0,gamma,inf,,
157,066,6,mpmath_gamma_DRIVER0~inputs_num003,[300.0],gsl,gsl_sf_gamma_DRIVER,gsl_sf_gamma,EXCEPTION: overflow ,,
158,067,6,all_infInput_pos0,[inf],mpmath,mpmath_mpf_DRIVER0,mpf,inf,,
158,067,6,all_infInput_pos0,[inf],mpmath,mpmath_re_DRIVER0,re,inf,,
158,067,6,all_infInput_pos0,[inf],mpmath,mpmath_conj_DRIVER0,conj,inf,,
158,067,6,all_infInput_pos0,[inf],gsl,gsl_sf_legendre_P1_DRIVER,gsl_sf_legendre_P1,inf,,
158,067,6,all_infInput_pos0,[inf],gsl,gsl_sf_angle_restrict_symm_DRIVER,gsl_sf_angle_restrict_symm,EXCEPTION: error ,,
158,067,6,all_infInput_pos0,[inf],gsl,gsl_sf_angle_restrict_pos_DRIVER,gsl_sf_angle_restrict_pos,EXCEPTION: error ,,
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],mpmath,mpmath_mpf_DRIVER0,mpf,-0.5,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],mpmath,mpmath_re_DRIVER0,re,-0.5,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],mpmath,mpmath_conj_DRIVER0,conj,-0.5,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],gsl,gsl_sf_legendre_P1_DRIVER,gsl_sf_legendre_P1,-0.5,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],gsl,gsl_sf_angle_restrict_symm_DRIVER,gsl_sf_angle_restrict_symm,-0.5,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
159,067,4,gsl_sf_legendre_P1_DRIVER~input_num000,[-0.5],gsl,gsl_sf_angle_restrict_pos_DRIVER,gsl_sf_angle_restrict_pos,5.783185307179586,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 6.283185307179586, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 2.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],mpmath,mpmath_mpf_DRIVER0,mpf,6.0,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],mpmath,mpmath_re_DRIVER0,re,6.0,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],mpmath,mpmath_conj_DRIVER0,conj,6.0,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],gsl,gsl_sf_legendre_P1_DRIVER,gsl_sf_legendre_P1,6.0,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],gsl,gsl_sf_angle_restrict_symm_DRIVER,gsl_sf_angle_restrict_symm,-0.28318530717958645,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
160,067,4,mpmath_mpf_DRIVER0~inputs_num008,[6.0],gsl,gsl_sf_angle_restrict_pos_DRIVER,gsl_sf_angle_restrict_pos,6.0,"{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 6.283185307179586}","{'mpmath/mpmath': 0.0, 'mpmath/gsl': 0.0, 'gsl/gsl': 2.0}"
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],mpmath,mpmath_mpf_DRIVER0,mpf,368983957219251.0,,
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],mpmath,mpmath_re_DRIVER0,re,368983957219251.0,,
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],mpmath,mpmath_conj_DRIVER0,conj,368983957219251.0,,
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],gsl,gsl_sf_legendre_P1_DRIVER,gsl_sf_legendre_P1,368983957219251.0,,
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],gsl,gsl_sf_angle_restrict_symm_DRIVER,gsl_sf_angle_restrict_symm,EXCEPTION: error ,,
161,067,5,mpmath_mpf_DRIVER0~inputs_num033,[368983957219251.0],gsl,gsl_sf_angle_restrict_pos_DRIVER,gsl_sf_angle_restrict_pos,EXCEPTION: error ,,
162,069,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",mpmath,mpmath_agm_DRIVER0,agm,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
162,069,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",scipy,scipy_special_agm_DRIVER0,agm,nan,,
163,070,6,all_negInfInput_pos0,[-inf],scipy,scipy_cephes_k1e_DRIVER0,k1e,nan,,
163,070,6,all_negInfInput_pos0,[-inf],gsl,gsl_sf_bessel_K1_scaled_DRIVER,gsl_sf_bessel_K1_scaled,EXCEPTION: domain error ,,
164,070,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_k1e_DRIVER0,k1e,inf,,
164,070,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_bessel_K1_scaled_DRIVER,gsl_sf_bessel_K1_scaled,EXCEPTION: domain error ,,
165,071,6,all_infInput_pos0,[inf],mpmath,mpmath_chi_DRIVER0,chi,inf,,
165,071,6,all_infInput_pos0,[inf],gsl,gsl_sf_Chi_DRIVER,gsl_sf_Chi,EXCEPTION: overflow underflow ,,
166,071,6,all_nanInput_pos0,[nan],mpmath,mpmath_chi_DRIVER0,chi,nan,,
166,071,6,all_nanInput_pos0,[nan],gsl,gsl_sf_Chi_DRIVER,gsl_sf_Chi,EXCEPTION: underflow ,,
167,071,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_chi_DRIVER0,chi,-inf,,
167,071,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_Chi_DRIVER,gsl_sf_Chi,EXCEPTION: domain error ,,
168,071,5,gsl_sf_Chi_DRIVER~input_num000,[-1.0],mpmath,mpmath_chi_DRIVER0,chi,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
168,071,5,gsl_sf_Chi_DRIVER~input_num000,[-1.0],gsl,gsl_sf_Chi_DRIVER,gsl_sf_Chi,0.8378669409802082,,
169,072,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",scipy,scipy_cephes_kve_DRIVER0,kve,nan,,
169,072,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",gsl,gsl_sf_bessel_Knu_scaled_DRIVER,gsl_sf_bessel_Knu_scaled,EXCEPTION: domain error ,,
170,072,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_cephes_kve_DRIVER0,kve,inf,,
170,072,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",gsl,gsl_sf_bessel_Knu_scaled_DRIVER,gsl_sf_bessel_Knu_scaled,EXCEPTION: domain error ,,
171,073,6,all_infInput_pos0,[inf],mpmath,mpmath_shi_DRIVER0,shi,inf,,
171,073,6,all_infInput_pos0,[inf],gsl,gsl_sf_Shi_DRIVER,gsl_sf_Shi,EXCEPTION: overflow underflow ,,
172,074,6,all_infInput_pos0,[inf],mpmath,mpmath_fp_fac_DRIVER0,fac,EXCEPTION: cannot convert float infinity to integer,,
172,074,6,all_infInput_pos0,[inf],mpmath,mpmath_factorial_DRIVER0,factorial,inf,,
172,074,6,all_infInput_pos0,[inf],scipy,scipy_special_factorial_DRIVER0,factorial,inf,,
173,074,2,all_nanInput_pos0,[nan],mpmath,mpmath_fp_fac_DRIVER0,fac,EXCEPTION: cannot convert float NaN to integer,,
173,074,2,all_nanInput_pos0,[nan],mpmath,mpmath_factorial_DRIVER0,factorial,nan,,
173,074,2,all_nanInput_pos0,[nan],scipy,scipy_special_factorial_DRIVER0,factorial,0.0,,
174,074,3,all_negInfInput_pos0,[-inf],mpmath,mpmath_fp_fac_DRIVER0,fac,EXCEPTION: cannot convert float infinity to integer,,
174,074,3,all_negInfInput_pos0,[-inf],mpmath,mpmath_factorial_DRIVER0,factorial,nan,,
174,074,3,all_negInfInput_pos0,[-inf],scipy,scipy_special_factorial_DRIVER0,factorial,0.0,,
175,075,6,all_infInput_pos0,[inf],scipy,scipy_cephes_i0_DRIVER0,i0,nan,,
175,075,6,all_infInput_pos0,[inf],gsl,gsl_sf_bessel_I0_DRIVER,gsl_sf_bessel_I0,EXCEPTION: overflow ,,
176,075,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_i0_DRIVER0,i0,nan,,
176,075,6,all_nanInput_pos0,[nan],gsl,gsl_sf_bessel_I0_DRIVER,gsl_sf_bessel_I0,EXCEPTION: overflow ,,
177,076,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",mpmath,mpmath_hyperu_DRIVER0,hyperu,EXCEPTION: ValueError,,
177,076,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",scipy,scipy_special_hyperu_DRIVER0,hyperu,nan,,
177,076,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",gsl,gsl_sf_hyperg_U_DRIVER,gsl_sf_hyperg_U,EXCEPTION: error ,,
178,076,3,all_infInput_pos2,"[2.533265554575144, 2.2738632088209076, inf]",mpmath,mpmath_hyperu_DRIVER0,hyperu,0.0,,
178,076,3,all_infInput_pos2,"[2.533265554575144, 2.2738632088209076, inf]",scipy,scipy_special_hyperu_DRIVER0,hyperu,nan,,
178,076,3,all_infInput_pos2,"[2.533265554575144, 2.2738632088209076, inf]",gsl,gsl_sf_hyperg_U_DRIVER,gsl_sf_hyperg_U,EXCEPTION: error ,,
179,076,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",mpmath,mpmath_hyperu_DRIVER0,hyperu,EXCEPTION: ValueError,,
179,076,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",scipy,scipy_special_hyperu_DRIVER0,hyperu,nan,,
179,076,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",gsl,gsl_sf_hyperg_U_DRIVER,gsl_sf_hyperg_U,EXCEPTION: error ,,
180,076,6,all_negZeroInput_pos2,"[2.533265554575144, 2.2738632088209076, -0.0]",mpmath,mpmath_hyperu_DRIVER0,hyperu,inf,,
180,076,6,all_negZeroInput_pos2,"[2.533265554575144, 2.2738632088209076, -0.0]",scipy,scipy_special_hyperu_DRIVER0,hyperu,nan,,
180,076,6,all_negZeroInput_pos2,"[2.533265554575144, 2.2738632088209076, -0.0]",gsl,gsl_sf_hyperg_U_DRIVER,gsl_sf_hyperg_U,EXCEPTION: domain error ,,
181,076,5,mpmath_hyperu_DRIVER0~inputs_num000,"[2.0, 0.0, 0.0]",mpmath,mpmath_hyperu_DRIVER0,hyperu,0.5,,
181,076,5,mpmath_hyperu_DRIVER0~inputs_num000,"[2.0, 0.0, 0.0]",scipy,scipy_special_hyperu_DRIVER0,hyperu,nan,,
181,076,5,mpmath_hyperu_DRIVER0~inputs_num000,"[2.0, 0.0, 0.0]",gsl,gsl_sf_hyperg_U_DRIVER,gsl_sf_hyperg_U,nan,,
182,077,6,all_infInput_pos0,"[inf, 2.2738632088209076]",mpmath,mpmath_hypot_DRIVER0,hypot,inf,,
182,077,6,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_hypot_DRIVER,gsl_sf_hypot,EXCEPTION: overflow ,,
183,077,2,all_nanInput_pos0,"[nan, 2.2738632088209076]",mpmath,mpmath_hypot_DRIVER0,hypot,nan,,
183,077,2,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_hypot_DRIVER,gsl_sf_hypot,3.2157281888957328,,
184,077,6,all_nanInput_pos1,"[2.533265554575144, nan]",mpmath,mpmath_hypot_DRIVER0,hypot,nan,,
184,077,6,all_nanInput_pos1,"[2.533265554575144, nan]",gsl,gsl_sf_hypot_DRIVER,gsl_sf_hypot,EXCEPTION: overflow ,,
185,078,3,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_kve_DRIVER1,kve,nan,,
185,078,3,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_Kn_scaled_DRIVER,gsl_sf_bessel_Kn_scaled,0.0,,
186,078,6,all_negInfInput_pos0,"[0, -inf]",scipy,scipy_cephes_kve_DRIVER1,kve,nan,,
186,078,6,all_negInfInput_pos0,"[0, -inf]",gsl,gsl_sf_bessel_Kn_scaled_DRIVER,gsl_sf_bessel_Kn_scaled,EXCEPTION: domain error ,,
187,078,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_kve_DRIVER1,kve,inf,,
187,078,6,all_negZeroInput_pos0,"[0, -0.0]",gsl,gsl_sf_bessel_Kn_scaled_DRIVER,gsl_sf_bessel_Kn_scaled,EXCEPTION: domain error ,,
188,079,5,all_infInput_pos4,"[1, 0.40309273233720366]",mpmath,mpmath_besseljzero_DRIVER1,besseljzero,EXCEPTION: m cannot be less than 1,,
188,079,5,all_infInput_pos4,"[1, 0.40309273233720366]",gsl,gsl_sf_bessel_zero_Jnu_DRIVER,gsl_sf_bessel_zero_Jnu,0.0,,
189,080,6,all_infInput_pos0,[inf],mpmath,mpmath_airybi_DRIVER0,airybi,inf,,
189,080,6,all_infInput_pos0,[inf],gsl,gsl_sf_airy_Bi_DRIVER,gsl_sf_airy_Bi,EXCEPTION: overflow ,,
190,080,6,all_nanInput_pos0,[nan],mpmath,mpmath_airybi_DRIVER0,airybi,EXCEPTION: essential singularity of Bi(z),,
190,080,6,all_nanInput_pos0,[nan],gsl,gsl_sf_airy_Bi_DRIVER,gsl_sf_airy_Bi,nan,,
191,080,3,all_negInfInput_pos0,[-inf],mpmath,mpmath_airybi_DRIVER0,airybi,0.0,,
191,080,3,all_negInfInput_pos0,[-inf],gsl,gsl_sf_airy_Bi_DRIVER,gsl_sf_airy_Bi,nan,,
192,080,6,mpmath_airybi_DRIVER0~inputs_num001,[1000.0],mpmath,mpmath_airybi_DRIVER0,airybi,inf,,
192,080,6,mpmath_airybi_DRIVER0~inputs_num001,[1000.0],gsl,gsl_sf_airy_Bi_DRIVER,gsl_sf_airy_Bi,EXCEPTION: overflow ,,
193,081,6,all_infInput_pos0,[inf],mpmath,mpmath_ei_DRIVER0,ei,inf,,
193,081,6,all_infInput_pos0,[inf],scipy,scipy_cephes_expi_DRIVER0,expi,nan,,
193,081,6,all_infInput_pos0,[inf],gsl,gsl_sf_expint_Ei_DRIVER,gsl_sf_expint_Ei,EXCEPTION: overflow ,,
194,081,6,all_nanInput_pos0,[nan],mpmath,mpmath_ei_DRIVER0,ei,nan,,
194,081,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_expi_DRIVER0,expi,nan,,
194,081,6,all_nanInput_pos0,[nan],gsl,gsl_sf_expint_Ei_DRIVER,gsl_sf_expint_Ei,EXCEPTION: underflow ,,
195,081,3,all_negInfInput_pos0,[-inf],mpmath,mpmath_ei_DRIVER0,ei,0.0,,
195,081,3,all_negInfInput_pos0,[-inf],scipy,scipy_cephes_expi_DRIVER0,expi,-0.0,,
195,081,3,all_negInfInput_pos0,[-inf],gsl,gsl_sf_expint_Ei_DRIVER,gsl_sf_expint_Ei,EXCEPTION: underflow ,,
196,081,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_ei_DRIVER0,ei,-inf,,
196,081,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_expi_DRIVER0,expi,-inf,,
196,081,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_expint_Ei_DRIVER,gsl_sf_expint_Ei,EXCEPTION: domain error ,,
197,081,6,mpmath_ei_DRIVER0~inputs_num000,[20000.0],mpmath,mpmath_ei_DRIVER0,ei,inf,,
197,081,6,mpmath_ei_DRIVER0~inputs_num000,[20000.0],scipy,scipy_cephes_expi_DRIVER0,expi,inf,,
197,081,6,mpmath_ei_DRIVER0~inputs_num000,[20000.0],gsl,gsl_sf_expint_Ei_DRIVER,gsl_sf_expint_Ei,EXCEPTION: overflow ,,
198,082,3,all_infInput_pos0,"[0, inf]",mpmath,mpmath_hermite_DRIVER1,hermite,nan,,
198,082,3,all_infInput_pos0,"[0, inf]",scipy,scipy_orth_eval_hermite_DRIVER1,eval_hermite,1.0,,
199,082,2,all_nanInput_pos0,"[0, nan]",mpmath,mpmath_hermite_DRIVER1,hermite,nan,,
199,082,2,all_nanInput_pos0,"[0, nan]",scipy,scipy_orth_eval_hermite_DRIVER1,eval_hermite,1.0,,
200,083,3,all_infInput_pos0,"[inf, 2.2738632088209076]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,EXCEPTION: ValueError,,
200,083,3,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,1.0,,
200,083,3,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,nan,,
201,083,6,all_infInput_pos1,"[2.533265554575144, inf]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,EXCEPTION: unsupported operand type(s) for //: 'mpf' and 'int',,
201,083,6,all_infInput_pos1,"[2.533265554575144, inf]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,nan,,
201,083,6,all_infInput_pos1,"[2.533265554575144, inf]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,EXCEPTION: overflow ,,
202,083,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,EXCEPTION: ValueError,,
202,083,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,nan,,
202,083,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,EXCEPTION: x too large to extract fraction part error ,,
203,083,2,all_nanInput_pos1,"[2.533265554575144, nan]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,1.0,,
203,083,2,all_nanInput_pos1,"[2.533265554575144, nan]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,nan,,
203,083,2,all_nanInput_pos1,"[2.533265554575144, nan]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,EXCEPTION: error ,,
204,083,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,EXCEPTION: pole in hypergeometric series,,
204,083,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,nan,,
204,083,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,EXCEPTION: domain error ,,
205,083,6,mpmath_hyp0f1_DRIVER0~inputs_num001,"[3.0, 1000000000.0]",mpmath,mpmath_hyp0f1_DRIVER0,hyp0f1,inf,,
205,083,6,mpmath_hyp0f1_DRIVER0~inputs_num001,"[3.0, 1000000000.0]",scipy,scipy_special_hyp0f1_DRIVER0,hyp0f1,inf,,
205,083,6,mpmath_hyp0f1_DRIVER0~inputs_num001,"[3.0, 1000000000.0]",gsl,gsl_sf_hyperg_0F1_DRIVER,gsl_sf_hyperg_0F1,EXCEPTION: overflow ,,
